molecule_id,original_smiles,fragment_smiles,dealed_smiles
795,[*]C1=CC(=CC=C1)OC2CN(C2)C3=CC(=NN=C3N)C4=CC=CC=C4O,*c1ccccc1,Nc1nnc(-c2ccccc2O)cc1N1CC(Oc2cccc([Br:1])c2)C1
796,[*]N1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2,*N1CCCCC1,FC(F)(F)Oc1cccc(-c2cnc3ccc(NCC4CC[NH:1]CC4)nn23)c1
797,[*]C(=O)N[C@@H](CCCCNC(=S)CCCCCCCCCCCCC)C(=O)NC1=CC=CC=C1,*C(N)=O,CCCCCCCCCCCCCC(=S)NCCCC[C@@H](C(=O)Nc1ccccc1)[NH2:1]
798,[*]C1=CC=CC=C1CN2C(=C(C(=C2C)C3=CC=C(C=C3)C#N)C#N)C,*c1ccccc1,Cc1c(C#N)c(-c2ccc(C#N)cc2)c(C)n1Cc1ccccc1[Br:1]
799,[*]/C=C/C(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,*C,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCN(C(=O)C=C[Br:1])C1
800,[*]N1CCN(CC1)C2=CC(=NN=C2)C3=CC=CC=C3O,*N1CCNCC1,Oc1ccccc1-c1cc(N2CC[NH:1]CC2)cnn1
801,[*]N1CCN(CC1)CC2=C(C=C(C=C2OC)C3=CN(C(=O)C4=C3C=CN=C4)C)OC,*N1CCNCC1,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CC[NH:1]CC1
802,[*]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,*c1ccc2c(c1)CNC2,O=C1CCC(N2C(=O)c3ccc([Br:1])cc3C2=O)C(=O)N1
803,[*]C1=CC(=C(C=N1)C(=O)N)NC2=CC=CC(=C2OC)C(=O)NC,*c1ccccn1,CNC(=O)c1cccc(Nc2cc([Br:1])ncc2C(N)=O)c1OC
804,[*]N1CCN(CC1=O)C(=O)N2C(C(N=C2C3=C(C=C(C=C3)C(C)(C)C)OCC)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,*N1CCNCC1=O,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CC[NH:1]C(=O)C1
805,[*]N1CCC(CC1)C(=O)NC2=NC=C(S2)SCC3=NC=C(O3)C(C)(C)C,*N1CCCCC1,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CC[NH:1]CC3)s2)o1
806,[*]N1CCN(CC1)C(=O)C2CCN(CC2)C3=CC=C(C=C3)NC(=O)N4CCN(CC4)C(=O)C5=CC=CN5C,*N,Cn1cccc1C(=O)N1CCN(C(=O)Nc2ccc(N3CCC(C(=O)N4CC[NH:1]CC4)CC3)cc2)CC1
807,[*]C(=O)[C@H](CCCCNC(=O)C1=CC=C(C=C1)CC)NC(=O)[C@H](CC2=CC=C(C=C2)C(F)(F)P(=O)(O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)CO[C@H]4C[C@H](CC[C@@H]4C(C)C)C,*C(C)=O,CCc1ccc(C(=O)NCCCC[C@H](NC(=O)[C@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CO[C@H]2C[C@@H](C)CC[C@@H]2C(C)C)C(=O)[OH:1])cc1
808,[*]N1C=C(N=N1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,*n1ccnn1,NC(=O)c1cccc2cn(-c3ccc(-c4c[n:1]nn4)cc3)nc12
809,[*]N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C(=C(C(=O)N(C4=N3)C5CCCC5)C(=O)C)C,*N1CCNCC1,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CC[NH:1]CC4)cn3)nc2n(C2CCCC2)c1=O
810,[*]C1=CC=C(C=C1)C2=C3C(=NN2C)C(=O)N(C=N3)CC4(CCN(CC4)C(=O)C[C@@H](C)C5=CC=CC=C5)O,*c1ccccc1,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc([Br:1])cc4)n(C)nc3c2=O)CC1)c1ccccc1
811,[*]C1=C(C=C(C=C1)C2=CSC(=N2)N3CCOCC3)N,*c1ccccc1,Nc1cc(-c2csc(N3CCOCC3)n2)ccc1[Br:1]
812,[*]N1CCN(CC1)C2=NC=C(C=C2)C3=CC(=C(C(=C3)N(CC)C4CCOCC4)C)C(=O)NCC5=C(C=C(NC5=O)C)C,*N1CCNCC1,CCN(c1cc(-c2ccc(N3CC[NH:1]CC3)nc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1
813,[*]NC[C@H](C1=CC=C(C=C1)Cl)C(=O)N2CCN(CC2)C3=NC=NC4=C3[C@@H](C[C@H]4O)C,*N,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](C[NH2:1])c4ccc(Cl)cc4)CC3)c21
814,[*]NC(=O)C1=C(OC=N1)C2=CC(=C(C=C2)OC)I,*NC=O,COc1ccc(-c2ocnc2C(=O)[OH:1])cc1I
815,[*]C(=O)C1=CC=C(C=C1)N2CCC3(CC2)C[C@@H](N(C3)C4=CC(=C(C=C4)C#N)Cl)C,*C,C[C@H]1CC2(CCN(c3ccc(C(=O)[Br:1])cc3)CC2)CN1c1ccc(C#N)c(Cl)c1
816,[*]C(=O)CCN(C1=CC2=C(C=C1)SC=C2)C(=O)[C@@H]3CCCN3C(=O)[C@H](C(C)(C)C)NC(=O)C4=CC5=C(S4)C=CC(=C5)C(F)(F)P(=O)(O)O,*C(C)=O,CC(C)(C)[C@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(=O)N1CCC[C@H]1C(=O)N(CCC(=O)[OH:1])c1ccc2sccc2c1
817,[*]N1CCO[C@H](C1)COC2=NC(=NC3=C2C=NN3)C4=CC=C(C=C4)NS(=O)(=O)C5=C(C=CC(=C5)C)F,*N1CCOCC1,Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC[C@H]4C[NH:1]CCO4)c4cn[nH]c4n3)cc2)c1
818,[*]NC(=O)C[C@@H]1C[C@H]([C@@H](CN1)NC(=O)C2=CC=C(S2)C3=C(C=NN3C)Cl)C4=CC(=CC=C4)F,*NC=O,Cn1ncc(Cl)c1-c1ccc(C(=O)N[C@@H]2CN[C@H](CC(=O)[OH:1])C[C@H]2c2cccc(F)c2)s1
819,[*]NC(=O)C1=C(N=C(S1)C2=CC(=NC=C2)NC(=O)C3CC3)OC,*NC=O,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)[OH:1]
820,[*]N1CCN(CC1=O)C(=O)N2[C@H]([C@H](N=C2C3=C(C=C(C=C3)C(C)(C)C)OCC)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,*N1CCNCC1=O,CCOc1cc(C(C)(C)C)ccc1C1=N[C@H](c2ccc(Cl)cc2)[C@H](c2ccc(Cl)cc2)N1C(=O)N1CC[NH:1]C(=O)C1
821,[*]OC1=CC=C(C=C1)OCC(C)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,*O,CC(O)(COc1ccc([OH:1])cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
822,[*]C1=CC2=C(N=CN=C2N1)C3=CC(=CC(=C3C)CC(=O)N4CC(C4)(CC(C)(C)C)O)F,*c1cc2cncnc2n1,Cc1c(CC(=O)N2CC(O)(CC(C)(C)C)C2)cc(F)cc1-c1ncnc2[nH]c([Br:1])cc12
823,[*]C(=O)N1CCC[C@H](C1)N2C(=C(C(=N2)C3=CC=C(C=C3)OC4=C(C=C(C=C4)F)F)C(=O)N)N,*C(=O)N1CCCCC1,NC(=O)c1c(-c2ccc(Oc3ccc(F)cc3F)cc2)nn([C@@H]2CCCN(C(=O)[OH:1])C2)c1N
824,[*]N(C)CCOC1=CC=C(C=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,*N,C[NH:1]CCOc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1
825,[*]N1CCC(CC1)SCC2=NC3=C(C(=CC(=C3)NC4CCCC4)F)C(=O)N2,*N1CCCCC1,O=c1[nH]c(CSC2CC[NH:1]CC2)nc2cc(NC3CCCC3)cc(F)c12
826,[*]N1CCC(CC1)OC2=NC3=C(C=NN3C(=N2)NCC4=CC=CC=C4)C(C)C,*N1CCCCC1,CC(C)c1cnn2c(NCc3ccccc3)nc(OC3CC[NH:1]CC3)nc12
827,[*]C(=O)C1CCCCN1CC2=CC(=C(C=C2OCC3=CC(=CC=C3)C#N)OCC4=C(C(=CC=C4)C5=CC6=C(C=C5)OCCO6)C)Cl,*C(=O)C1CCCCN1,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)[OH:1])cc2Cl)cccc1-c1ccc2c(c1)OCCO2
828,[*]N1CCN(CC1)C2=NC=C(C=C2)C3=CC(=C4C=NN(C4=C3)C(C)C)C(=O)NCC5=C(C=C(NC5=O)C)C,*N1CCNCC1,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CC[NH:1]CC4)nc3)cc3c2cnn3C(C)C)c(=O)[nH]1
829,[*]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(N(C4=O)CC=C)C5=CC=CC(=N5)C(C)(C)O,*N1CCNCC1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CC[NH:1]CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
830,[*]C1=CN=C(C2=CC(=C(C=C12)C(=O)N)OC)OC[C@@H]3[C@@H]([C@@H](C(=O)N3)F)CC,*c1cncc2ccccc12,CC[C@@H]1[C@H](F)C(=O)N[C@@H]1COc1ncc([Br:1])c2cc(C(N)=O)c(OC)cc12
831,[*]OC1=CC(=CC=C1)O[C@H]2C[C@H](N(C2)C(=O)[C@H](C3CCCCC3)NC(=O)[C@H](C)N(C)C)C(=O)N[C@@H]4CCCC5=CC=CC=C45,*O,C[C@@H](C(=O)N[C@H](C(=O)N1C[C@@H](Oc2cccc([OH:1])c2)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C1CCCCC1)N(C)C
832,[*]C1=CC=C(C=C1)N(CC(F)(F)F)S(=O)(=O)C2C[C@H]3C(=C([C@@H]2O3)C4=CC=C(C=C4)OCC5=CC=C(C=C5)[N+](=O)[O-])C6=CC=C(C=C6)O,*c1ccccc1,O=[N+]([O-])c1ccc(COc2ccc(C3=C(c4ccc(O)cc4)[C@@H]4CC(S(=O)(=O)N(CC(F)(F)F)c5ccc([Br:1])cc5)[C@H]3O4)cc2)cc1
833,[*]C1=CC(=C(C(=C1)F)[C@@H]2C3=C(C[C@H](N2CC(C)(C)F)C)C4=CC=CC=C4N3)F,*c1ccccc1,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc([Br:1])cc2F)N1CC(C)(C)F
834,[*]N1CCN(CC1)C(=O)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4C)C(C)CC,*N,CCC(C)N1c2ccccc2C(=O)N(C)c2cnc(Nc3ccc(C(=O)N4CC[NH:1]CC4)cc3)nc21
835,[*]C1=C(C(=CC=C1)CNC2=NC(=NC3=C(C=NN32)C(C)C)OC4CCN(CC4)C)N(C)C,*c1ccccc1,CC(C)c1cnn2c(NCc3cccc([Br:1])c3N(C)C)nc(OC3CCN(C)CC3)nc12
836,[*]N1CCN(CC1)C(=O)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4C)C6CCCC6,*N,CN1C(=O)c2ccccc2N(C2CCCC2)c2nc(Nc3ccc(C(=O)N4CC[NH:1]CC4)cc3)ncc21
837,[*]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C(=N4)NC5=CC=CC=C5)[C@H]6CCN(C6)C(=O)C=C,*N1CCNCC1,C=CC(=O)N1CC[C@H](n2c(Nc3ccccc3)nc3cnc(Nc4ccc(N5CC[NH:1]CC5)cc4)nc32)C1
838,[*]NC1=CC=C(C=C1)C(C(=O)NCCC2=CC=CC=C2)N(C3=CC(=C(C=C3)OC)Cl)C(=O)CCl,*N,COc1ccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2ccc([NH2:1])cc2)cc1Cl
839,[*]N(CC)CCOC1=CC=C(C=C1)/C(=C(/CC)\C2=CC=CC=C2)/C3=CC=CC=C3,*N,CC/C(=C(\c1ccccc1)c1ccc(OCC[NH:1]CC)cc1)c1ccccc1
840,[*]N1CCN(CC1)C2=NC(=NC(=C2)NC3=NC=C(S3)C(=O)NC4=C(C=C(C=C4)OC5=CC=CC=C5)C)C,*N1CCNCC1,Cc1nc(Nc2ncc(C(=O)Nc3ccc(Oc4ccccc4)cc3C)s2)cc(N2CC[NH:1]CC2)n1
841,[*]N1C=C(C=N1)C2=CC3=C(C=C2)N4C(=NN=C4C5(CC5)N=C3C6=CC=C(C=C6)Cl)C,*n1cccn1,Cc1nnc2n1-c1ccc(-c3cn[n:1]c3)cc1C(c1ccc(Cl)cc1)=NC21CC1
842,[*]NC(=O)C1=CC=CC2=CN(N=C21)C3=CC=C(C=C3)C4CCCNC4,*NC=O,O=C(c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12)[OH:1]
843,[*]C1=CC=C(C=C1)NC2=NC=C3C(=N2)C4=CC=CC=C4NC(=O)N3,*c1ccccc1,O=C1Nc2ccccc2-c2nc(Nc3ccc([Br:1])cc3)ncc2N1
844,[*]C(=O)C(CCC(=O)O)NC(=O)C1=CC=C(C=C1)N(C)CC2=CN=C3C(=N2)C(=NC(=N3)N)N,*C(C)=O,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)[OH:1])cc1
845,[*]OCCNC(=O)C1=CC=CC(=C1)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F,*O,O=C(NCC[OH:1])c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1
846,[*]P(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=C(NC3=O)N)O)O,*P,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)[OH:1])[C@@H](O)[C@H]2O)c(=O)[nH]1
847,[*]C(=O)C[C@@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,*C(C)=O,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@H](CC(=O)[OH:1])c1nnc(C)n1-2
848,[*]C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)N3CCN(CC3)C(=O)C4=NOC(=C4[N+](=O)[O-])C,*c1ccccc1,Cc1onc(C(=O)N2CCN(C(c3ccc(Cl)cc3)c3ccc([Br:1])cc3)CC2)c1[N+](=O)[O-]
849,[*]OC1=CC2=C(C=C1)C(=NC=N2)C3=CC(=C(C=C3)C(=O)O)C4CCCC4,*O,O=C(O)c1ccc(-c2ncnc3cc([OH:1])ccc23)cc1C1CCCC1
850,[*]P(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=[N+](C3=C2N=C(NC3=O)N)CC4=CC=C(C=C4)F)O)O,*P,Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccc(F)cc1)cn2[C@@H]1O[C@H](COP(=O)(O)[OH:1])[C@@H](O)[C@H]1O
851,[*]C(=O)N(C)CCOC1=CC=C(C=C1)/C(=C(\CC)/C2=CC=CC=C2)/C3=CC=C(C=C3)O,*C(N)=O,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCC[NH:1]C)cc1)c1ccccc1
852,[*]NC1(CCC1)C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6,*N,O=c1[nH]nc2c3cc(-c4ccccc4)c(-c4ccc(C5([NH2:1])CCC5)cc4)nc3ccn12
853,[*]N1C=C(N=N1)COC(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O,*n1ccnn1,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1c[n:1]nn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
854,[*]C1=CC=C(C=C1)/C=N/NC(=O)CCCCCCC(=O)NO,*c1ccccc1,O=C(CCCCCCC(=O)N/N=C/c1ccc([Br:1])cc1)NO
855,[*]C(=O)NC1=CC(=C(C(=C1)Cl)C)CN2CC3(C2)COC3,*C(N)=O,Cc1c(Cl)cc([NH2:1])cc1CN1CC2(COC2)C1
856,[*]N1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)C)C#CC4=CN=C5N4N=CC=C5)C(F)(F)F,*N1CCNCC1,Cc1ccc(C(=O)Nc2ccc(CN3CC[NH:1]CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
857,[*]OC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)/C=C/CN(C)C,*O,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1[OH:1]
858,[*]C1=CC(=C(C(=C1)Cl)Cl)C2=NC=C(N=C2N)N3CCC(CC3)(C)N,*c1ccccc1,CC1(N)CCN(c2cnc(-c3cc([Br:1])cc(Cl)c3Cl)c(N)n2)CC1
859,[*]C1=NC2=C(C3=CC(=C(C=C3N2)C4=C(ON=C4C)C)OC)C(=N1)NC5=CC(=NN5CC)C6CC6,*c1ncc2ccnc2n1,CCn1nc(C2CC2)cc1Nc1nc([Br:1])nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12
860,[*]N1CCC(CC1)CCC(=O)NC2=CC3=C(C=C2)C(=O)N(C=N3)CC4(CCN(CC4)C(=O)CC(C5=CC=CC=C5)C(F)(F)F)O,*N1CCCCC1,O=C(CCC1CC[NH:1]CC1)Nc1ccc2c(=O)n(CC3(O)CCN(C(=O)CC(c4ccccc4)C(F)(F)F)CC3)cnc2c1
861,[*]C1=CC(=CC=C1)C2=NNC(=C2)C3=CC4=C(C=C3)OCO4,*c1ccccc1,[Br:1]c1cccc(-c2cc(-c3ccc4c(c3)OCO4)[nH]n2)c1
862,[*]N(C)C(C)(C)/C=C(\C#N)/C(=O)N(C)[C@@H](C)C(=O)NCCCC#CC1=CN=C(N=C1NCCC)NC2=CC=C(C=C2)C#N,*N,CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C(C#N)=C/C(C)(C)[NH:1]C
863,[*][C@@]1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,*C1CC=CCC1,
864,[*]C1CCN(CC1)CC2=CC=C(C=C2)S(=O)(=O)F,*C1CCNCC1,O=S(=O)(F)c1ccc(CN2CCC([Br:1])CC2)cc1
865,[*]OC1=CC=C(C=C1)C2(C(=O)N(C(=O)N2C)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,*O,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)C1(C)c1ccc([OH:1])cc1
866,[*]C1=CC=C(C=C1)N(CC)S(=O)(=O)C2C[C@H]3C(=C([C@@H]2O3)C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,*c1ccccc1,CCN(c1ccc([Br:1])cc1)S(=O)(=O)C1C[C@@H]2O[C@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1
867,[*]C1=CC=C(C=C1)C2=CC3=C(C=C2)N4C(=NN=C4CCC3NC5=CC=C(C=C5)Cl)C,*c1ccccc1,Cc1nnc2n1-c1ccc(-c3ccc([Br:1])cc3)cc1C(Nc1ccc(Cl)cc1)CC2
868,[*]N(CCOC1=CC=C(C=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O)C(C)(C)C,*N,CC(C)(C)[NH:1]CCOc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1
869,[*]C(=O)CCN(C1=CC2=C(C=C1)N=CS2)C(=O)[C@@H]3CCCN3C(=O)[C@H](C(C)(C)C)NC(=O)C4=CC5=C(S4)C=CC(=C5)C(F)(F)P(=O)(O)O,*C(C)=O,CC(C)(C)[C@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(=O)N1CCC[C@H]1C(=O)N(CCC(=O)[OH:1])c1ccc2ncsc2c1
870,[*]C(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)N([C@H](C[C@H]3NC4=CC=C(C=C4)Cl)C)C(=O)C,*C,CC(=O)N1c2ccc(-c3ccc(C(=O)[Br:1])cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C
871,[*]C(=O)N1CC[C@H]2CC[C@H](N2C(=O)[C@H](C1)NC(=O)C3=CC4=C(N3)C=CC(=C4)C(=O)P(=O)(O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)NC(C5=CC=CC=C5)C6=CC=CC=C6,*C(=O)N1CCCN2CCCC2CC1,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C(=O)[OH:1])C[C@H](NC(=O)c3cc4cc(C(=O)P(=O)(O)O)ccc4[nH]3)C(=O)N21)C(=O)NC(c1ccccc1)c1ccccc1
872,[*]P(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=[N+](C3=C2N=C(NC3=O)N)CC4=CC=CC=C4)O)O,*P,Nc1nc2c(c(=O)[nH]1)[n+](Cc1ccccc1)cn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)[OH:1])[C@@H](O)[C@H]1O
873,[*]C(=O)CCN(C1=CC=C(C=C1)C(C)(C)C)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)(C)C)NC(=O)C3=CC4=C(S3)C=CC(=C4)C(F)(F)P(=O)(O)O,*C(C)=O,CC(C)(C)c1ccc(N(CCC(=O)[OH:1])C(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)c2cc3cc(C(F)(F)P(=O)(O)O)ccc3s2)C(C)(C)C)cc1
874,[*]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)S(=O)(=O)NC(C)(C)C)C,*N1CCNCC1,Cc1cnc(Nc2ccc(N3CC[NH:1]CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
875,[*]NS(=O)(=O)C1=CC(=C(C=C1)NC2=NC=C(C(=N2)NC3=C(C(=CC=C3)F)C(=O)N)Br)C,*N,Cc1cc(S(=O)(=O)[NH2:1])ccc1Nc1ncc(Br)c(Nc2cccc(F)c2C(N)=O)n1
876,[*]C1=CC(=C(C(=C1)F)[C@@H]2C3=C(C[C@H](N2CC(F)F)C)C4=CC=CC=C4N3)F,*c1ccccc1,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc([Br:1])cc2F)N1CC(F)F
877,[*]C1=CC=C(C=C1)C2=CSC(=N2)N3CCOCC3,*c1ccccc1,[Br:1]c1ccc(-c2csc(N3CCOCC3)n2)cc1
