molecule_id,original_smiles,fragment_smiles,dealed_smiles
599,[*]N1CCN(CC1)C2=CC=C(C=C2)OCC3=C(C(=NN3C)C)C4=CC=CC5=C4N(C(=C5CCCOC6=CC=CC7=CC=CC=C76)C(=O)O)CCN8CCOCC8,*N1CCNCC1,Cc1nn(C)c(COc2ccc(N3CC[NH:1]CC3)cc2)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)n(CCN3CCOCC3)c12
600,[*]C1=CC=C(C=C1)N(CC(F)(F)F)S(=O)(=O)C2C[C@@H]3C(=C([C@H]2O3)C4=CC=C(C=C4)OCC5=CN=C(N5C)[N+](=O)[O-])C6=CC=C(C=C6)O,*c1ccccc1,Cn1c(COc2ccc(C3=C(c4ccc(O)cc4)[C@H]4CC(S(=O)(=O)N(CC(F)(F)F)c5ccc([Br:1])cc5)[C@@H]3O4)cc2)cnc1[N+](=O)[O-]
601,[*]OC1=C(SC(=N1)C2=CC(=NC=C2)NC(=O)C3CC3)C(=O)N,*O,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1[OH:1]
602,[*]C(=O)C1=NC=CC(=C1)C2=CN(C(=O)C(=C2)C)C,*C,Cc1cc(-c2ccnc(C(=O)[Br:1])c2)cn(C)c1=O
603,[*]C1=CC=C(C=C1)C2=C([C@H]3C(C[C@@H]2O3)S(=O)(=O)N(CC(F)(F)F)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)O,*c1ccccc1,COc1ccc(N(CC(F)(F)F)S(=O)(=O)C2C[C@@H]3O[C@H]2C(c2ccc(O)cc2)=C3c2ccc([Br:1])cc2)cc1
604,[*]NC(=O)C1=CC(=CC=C1)C(=O)NO,*NC=O,O=C(NO)c1cccc(C(=O)[OH:1])c1
605,[*]C1=CC=C(C=C1)N(CC(F)(F)F)S(=O)(=O)C2C[C@H]3C(=C([C@@H]2O3)C4=CC=C(C=C4)OCC5=CN=C(N5C)[N+](=O)[O-])C6=CC=C(C=C6)OCC7=CN=C(N7C)[N+](=O)[O-],*c1ccccc1,Cn1c(COc2ccc(C3=C(c4ccc(OCc5cnc([N+](=O)[O-])n5C)cc4)[C@@H]4O[C@H]3CC4S(=O)(=O)N(CC(F)(F)F)c3ccc([Br:1])cc3)cc2)cnc1[N+](=O)[O-]
606,[*]N1C2=CC=CC(=C2C(=N1)N)C3=CC(=CC=C3)NC(=O)NC4=CC(=CC=C4)Cl,*n1ncc2ccccc21,Nc1n[n:1]c2cccc(-c3cccc(NC(=O)Nc4cccc(Cl)c4)c3)c12
607,[*]C(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)NC3=NC=NC(=C3)C4=CNC5=CC=CC=C54,*C(N)=O,O=C(Nc1cccc(Nc2cc(-c3c[nH]c4ccccc34)ncn2)c1)c1ccc([NH2:1])cc1
608,[*]C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=C(N=CC=C3)N(C)S(=O)(=O)C)C(F)(F)F,*c1ccccc1,CN(c1ncccc1CNc1nc(Nc2ccc([Br:1])cc2)ncc1C(F)(F)F)S(C)(=O)=O
609,[*]N1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,*N1CCNCC1,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CC[NH:1]CC4)c(OC)cc23)c(Cl)cc1Cl
610,[*]NC1(CCN(CC1)C2=CN=C(C(=N2)N)C3=C(C(=CC=C3)Cl)Cl)C,*N,CC1([NH2:1])CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1
611,[*]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,*c1ccccc1,CC1(C)[C@H](NC(=O)c2ccc([Br:1])cc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(Cl)c1
612,[*]C1=CC=C(C=C1)NC2=NC(=NC3=C2N=CN3)C4=C(C(=CC=C4)N5CCN6C7=C(CC(C7)(C)C)C=C6C5=O)C,*c1ccccc1,Cc1c(-c2nc(Nc3ccc([Br:1])cc3)c3nc[nH]c3n2)cccc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O
613,[*]C(=O)NC1=CC(=C(C(=C1)Cl)C)CN2CCN(CC2)C3COC3,*C(N)=O,Cc1c(Cl)cc([NH2:1])cc1CN1CCN(C2COC2)CC1
614,[*]C(=O)C1=CC=C(C=C1)CN2C(=O)N(SC2=O)C3=CC=CC4=CC=CC=C43,*C,O=C([Br:1])c1ccc(Cn2c(=O)sn(-c3cccc4ccccc34)c2=O)cc1
615,[*]N(CC1=CN=C(C=C1)N)C2=CC(=NC3=C(C=NN23)CC)N4CCCC[C@H]4CCO,*N,CCc1cnn2c([NH:1]Cc3ccc(N)nc3)cc(N3CCCC[C@H]3CCO)nc12
616,[*]C1=CC(=CC=C1)OC2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,*c1ccccc1,Oc1ccc(-c2sc3cc(O)ccc3c2Oc2cccc([Br:1])c2)cc1
617,[*]O[C@@H]1C2[C@H]([C@H](C[C@@]2(C(=O)/C(=C/[C@@H]3[C@@H](C3(C)C)CCC1=C)/C)O)C)O,*O,C=C1CC[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(O)C[C@H](C)[C@H](O)C3[C@H]1[OH:1])C2(C)C
618,[*]C/C=C/COC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)N[C@@H](CCCCNC(=S)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)OC,*C,COC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(C)=S)NC(=O)c1ccc(C(=O)c2ccc(OC/C=C/C[Br:1])cc2)cc1
619,[*][C@@H]1CCN(C1)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4,*C1CCNC1,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H]([Br:1])C2)c(-c2ccn[nH]2)c1
620,[*]C1=CC(=CC=C1)CNC2=CC(=NC3=C(C=NN23)C(C)C)NCCCCCCN,*c1ccccc1,CC(C)c1cnn2c(NCc3cccc([Br:1])c3)cc(NCCCCCCN)nc12
621,[*]N1CCC(CC1)CCC(=O)NC2=CC3=C(C=C2)C(=O)N(C=N3)CC4(CCN(CC4)C(=O)CC(C)C5=CC=CC=C5)O,*N1CCCCC1,CC(CC(=O)N1CCC(O)(Cn2cnc3cc(NC(=O)CCC4CC[NH:1]CC4)ccc3c2=O)CC1)c1ccccc1
622,[*]C1=CC=C(C=C1)NC2=NC=CC(=N2)NC3=NNC(=C3)C,*c1ccccc1,Cc1cc(Nc2ccnc(Nc3ccc([Br:1])cc3)n2)n[nH]1
623,[*]C1=CC=C(C=C1)C2=CSC(=N2)N3CCOC(C3)(C)C,*c1ccccc1,CC1(C)CN(c2nc(-c3ccc([Br:1])cc3)cs2)CCO1
624,[*]N1CCN(CC1)C2=CC=CC(=N2)C3=CN=C4N3N=C(C=C4)N5CCC[C@@H]5C6=CC(=CC=C6)F,*N1CCNCC1,Fc1cccc([C@H]2CCCN2c2ccc3ncc(-c4cccc(N5CC[NH:1]CC5)n4)n3n2)c1
625,[*]C1=CC=C(C=C1)C2=CSC(=N2)N3CCOC(C3)C,*c1ccccc1,CC1CN(c2nc(-c3ccc([Br:1])cc3)cs2)CCO1
626,[*]OC1=CC2=NC=CC(=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,*O,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)ccnc2cc1[OH:1]
627,[*]N1CCC2=C(C1)C=CC(=C2)NC3=C(C(=O)N(N=C3)C)Cl,*N,Cn1ncc(Nc2ccc3c(c2)CC[NH:1]C3)c(Cl)c1=O
628,[*]C(=O)C1CCN(C1)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4,*C(=O)C1CCNC1,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CCC(C(=O)[OH:1])C2)c(-c2ccn[nH]2)c1
629,[*]NC(=O)C1=CC2=C(N1)C(=O)N(C=C2C3=CC=CC=C3OC(C)C)C,*NC=O,CC(C)Oc1ccccc1-c1cn(C)c(=O)c2[nH]c(C(=O)[OH:1])cc12
630,[*]N1C=C(C=N1)C#CC2=C(C3=C(S2)N4C(=NN=C4COC3)C)CC5=CC=CC=C5,*n1cccn1,Cc1nnc2n1-c1sc(C#Cc3cn[n:1]c3)c(Cc3ccccc3)c1COC2
631,[*]N1CCN(CC1)C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=CC=C4)N5C=CC6=CC(=CC(=C6C5=O)F)C7CC7)CO,*N1CCNCC1,Cn1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)cc(Nc2ccc(N3CC[NH:1]CC3)cn2)c1=O
632,[*]C1=CC=C(C=C1)C2=CSC(=N2)N3CCC4(C3)COC4,*c1ccccc1,[Br:1]c1ccc(-c2csc(N3CCC4(COC4)C3)n2)cc1
633,[*]C(=O)CCN(C1=CC=C(C=C1)C#N)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)(C)C)NC(=O)C3=CC4=C(S3)C=CC(=C4)C(F)(F)P(=O)(O)O,*C(C)=O,CC(C)(C)[C@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(=O)N1CCC[C@H]1C(=O)N(CCC(=O)[OH:1])c1ccc(C#N)cc1
634,[*]N1CCC2=C(C1)C=C(C=C2)NC3=NC=C4C(=NN(C4=N3)C)NC5=C(C=CC=C5C)C,*N,Cc1cccc(C)c1Nc1nn(C)c2nc(Nc3ccc4c(c3)C[NH:1]CC4)ncc12
635,[*]C1=C2C(=CC(=[N+]2[B-](N3C1=C(C=C3C)C)(F)F)C)C,*C1=C2C=CC=[N+]2[BH2-]n2cccc21,
636,[*]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O,*c1cccc2c1CNC2,O=C1CCC(N2C(=O)c3cccc([Br:1])c3C2=O)C(=O)N1
637,[*]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C,*C(N)=O,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)(C)C)[NH2:1])cc1
638,[*]N1CCN(CC1)C2=CC(=C(C=C2NC(=O)/C(=C/C3CC3)/C#N)NC4=NC=CC(=N4)C5=CN(C6=CC=CC=C65)C)OC,*N1CCNCC1,COc1cc(N2CC[NH:1]CC2)c(NC(=O)/C(C#N)=C/C2CC2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1
639,[*]N1CCN(CC1)C2=CC3=C(C=C2)C(=NC=N3)C4CCN(CC4)C(=O)C5=C(C=C(C=C5)OC(F)(F)F)N,*N1CCNCC1,Nc1cc(OC(F)(F)F)ccc1C(=O)N1CCC(c2ncnc3cc(N4CC[NH:1]CC4)ccc23)CC1
640,[*]OC(=O)[C@@H]1C[C@@H](CN1C(=O)C=C)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,*O,C=CC(=O)N1C[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C[C@H]1C(=O)[OH:1]
641,[*]OC1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,*O,Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccc([OH:1])cc5)cc34)cc2Cl)c1
642,[*]C(=O)CCCCCCC/C=C\CCCCCCCC,*C(C)=O,CCCCCCCC/C=C\CCCCCCCC(=O)[OH:1]
643,[*]N(CCN(C)C1=CC(=C(C=C1NC(=O)C=C)NC2=NC=CC(=N2)C3=CN(C4=CC=CC=C43)C)OC)CC#C,*N,C#CC[NH:1]CCN(C)c1cc(OC)c(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc1NC(=O)C=C
644,[*]NC(=O)C1=CC(=C(C=C1)C)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C,*NC=O,Cc1ccc(C(=O)[OH:1])cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O
645,[*]N(C)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H]([C@@H](C)CC)[C@@H](CC(=O)N1CCC[C@H]1[C@@H]([C@@H](C)C(=O)N[C@H](C)[C@H](C2=CC=CC=C2)O)OC)OC,*N,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)[NH:1]C)C(C)C
646,[*]N(CCOC1=CC=C(C=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O)C5CCCC5,*N,O=C(c1ccc(OCC[NH:1]C2CCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
647,[*]N1CCN(CC1=O)C(=O)N2[C@@H]([C@@H](N=C2C3=C(C=C(C=C3)C(C)(C)C)OCC)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,*N1CCNCC1=O,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@H](c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)N1C(=O)N1CC[NH:1]C(=O)C1
648,[*]C1=C(C=C(C=C1OC)C2=CN(C(=O)C3=C2C=CN=C3)CCCC)OC,*c1ccccc1,CCCCn1cc(-c2cc(OC)c([Br:1])c(OC)c2)c2ccncc2c1=O
649,[*]N1C=NC2=C(C1=O)C=C(C=C2)NC3=C(C=CC(=C3)NC(=O)C4=CC(=CC=C4)C(C)(C)C#N)C,*n1cnc2ccccc2c1,Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2nc[n:1]c(=O)c2c1
650,[*]C1=CC(=C(C=C1)C2=CSC(=N2)N3CCOCC3)F,*c1ccccc1,Fc1cc([Br:1])ccc1-c1csc(N2CCOCC2)n1
651,[*]NCC1=CC(=C(C(=C1)C)C2=C(N(C=N2)C)C3=C4C=CC(=CC4=NC=C3)F)C,*N,Cc1cc(C[NH2:1])cc(C)c1-c1ncn(C)c1-c1ccnc2cc(F)ccc12
652,[*]N1C2CCC1CN(C2)C3=CC(=NN=C3N)C4=CC=CC=C4O,*N1C2CCC1CNC2,Nc1nnc(-c2ccccc2O)cc1N1CC2CCC(C1)[NH:1]2
653,[*]S(=O)(=O)N1CCC(CC1)NC2=NC=C(C(=N2)NC3=C(C(=CC=C3)F)C(=O)N)Br,*[SH](=O)=O,NC(=O)c1c(F)cccc1Nc1nc(NC2CCN(S(=O)(=O)[OH:1])CC2)ncc1Br
654,[*]N1CCC(CC1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,*N1CCCCC1,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CC[NH:1]CC1
655,[*]C1=CN(N=N1)CC(=O)N2CCN(CC2)C(=O)C3=CC=CO3,*c1cnnn1,O=C(Cn1cc([Br:1])nn1)N1CCN(C(=O)c2ccco2)CC1
656,[*]C1=CC(=C(C=N1)C(=O)NC)NC2=CC=CC(=C2OC)C(=O)NC,*c1ccccn1,CNC(=O)c1cnc([Br:1])cc1Nc1cccc(C(=O)NC)c1OC
657,[*]N1CCC(CC1)C2=CC3=C(C=C2)N4C5=C(C(=CC=C5)Br)C(=O)N=C4N3C6CCCC6,*N1CCCCC1,O=c1nc2n(C3CCCC3)c3cc(C4CC[NH:1]CC4)ccc3n2c2cccc(Br)c12
658,[*]N(C)C/C=C/C(=O)N(C)[C@@H](C)C(=O)NCCCC#CC1=CN=C(N=C1NCCC)NC2=CC=C(C=C2)C#N,*N,CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C=C/C[NH:1]C
659,[*]C(=O)N1CC[C@H]2CC[C@H](N2C(=O)[C@H](C1)NC(=O)C3=CC4=C(N3)C=CC(=C4)OP(=O)(O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)NC(C5=CC=CC=C5)C6=CC=CC=C6,*C(=O)N1CCCN2CCCC2CC1,NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@@H]2CCN(C(=O)[OH:1])C[C@H](NC(=O)c3cc4cc(OP(=O)(O)O)ccc4[nH]3)C(=O)N21)C(=O)NC(c1ccccc1)c1ccccc1
660,[*]C(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C2(C)C)C3=CC(=C(C=C3)C#N)C(F)(F)F)F,*C,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)[Br:1])c(F)c1
661,[*]C1=CC=C(C=C1)CNC2=CC(=NC3=C(C=NN23)C(C)C)NCCCCCCN,*c1ccccc1,CC(C)c1cnn2c(NCc3ccc([Br:1])cc3)cc(NCCCCCCN)nc12
662,[*]C1=CC=C(C=C1)C(=O)N[C@@H]2CCC[C@H](CC2)OC3=CC(=C(C=C3)C#N)Cl,*c1ccccc1,N#Cc1ccc(O[C@@H]2CCC[C@@H](NC(=O)c3ccc([Br:1])cc3)CC2)cc1Cl
663,[*]C(=O)N1CCC[C@H](C1)NC2=NC=C(C(=N2)C3=CNC4=CC=CC=C43)Cl,*C(=O)N1CCCCC1,O=C(N1CCC[C@@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1)[OH:1]
664,[*]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)C(F)(F)F)(C)C,*c1ccccc1,CC1(C)[C@H](NC(=O)c2ccc([Br:1])cc2)C(C)(C)[C@H]1Oc1ccc(C#N)c(C(F)(F)F)c1
665,[*]N1CCN(CC1)CCN2C3=C(C=CC=C3C4=C(N(N=C4C)C)COC5=CC=C(C=C5)N6CCN(CC6)S(=O)(=O)N(C)C)C(=C2C(=O)O)CCCOC7=CC=CC8=CC=CC=C87,*N1CCNCC1,Cc1nn(C)c(COc2ccc(N3CCN(S(=O)(=O)N(C)C)CC3)cc2)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)n(CCN3CC[NH:1]CC3)c12
666,[*]C(=O)CCN(C1=CC=C(C=C1)Cl)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)(C)C)NC(=O)C3=CC4=C(S3)C=CC(=C4)C(F)(F)P(=O)(O)O,*C(C)=O,CC(C)(C)[C@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(=O)N1CCC[C@H]1C(=O)N(CCC(=O)[OH:1])c1ccc(Cl)cc1
667,[*]C1=CC=C(C=C1)N2CCC3(CC2)C[C@@H](N(C3)C4=CC(=C(N=C4)C#N)C(F)(F)F)C,*c1ccccc1,C[C@H]1CC2(CCN(c3ccc([Br:1])cc3)CC2)CN1c1cnc(C#N)c(C(F)(F)F)c1
668,[*]OCC1=CC(=O)C(=CO1)O,*O,O=c1cc(C[OH:1])occ1O
669,[*]C1=CC(=C(C(=C1)F)[C@@H]2C3=C(C[C@H](N2CC(F)(F)F)C)C4=C(C=C3)NN=C4)F,*c1ccccc1,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc([Br:1])cc2F)N1CC(F)(F)F
670,[*]C1=CC(=C(C=C1)NC2=NC=C(C(=N2)NC)Cl)OC,*c1ccccc1,CNc1nc(Nc2ccc([Br:1])cc2OC)ncc1Cl
671,[*]N1CCC(CC1)COC2=CC=CC3=C2C(=NC(=N3)N)N,*N1CCCCC1,Nc1nc(N)c2c(OCC3CC[NH:1]CC3)cccc2n1
672,[*]C1=CC=C(C=C1)NC(=O)N(CCCC)CC2=CC=C(C=C2)C(=O)NO,*c1ccccc1,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccc([Br:1])cc1
673,[*]C1=CC=C(C=C1)C2=CSC(=N2)N3CC(OCC3C)C,*c1ccccc1,CC1CN(c2nc(-c3ccc([Br:1])cc3)cs2)C(C)CO1
674,[*]C(=O)CCN(C1=CC=C(C=C1)C2=CC=CS2)C(=O)[C@@H]3CCCN3C(=O)[C@H](C(C)(C)C)NC(=O)C4=CC5=C(S4)C=CC(=C5)C(F)(F)P(=O)(O)O,*C(C)=O,CC(C)(C)[C@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(=O)N1CCC[C@H]1C(=O)N(CCC(=O)[OH:1])c1ccc(-c2cccs2)cc1
675,[*]NC1CN(C1)CC2=C(C=C(C=C2OC)C3=CN(C(=O)C4=C3C=CN=C4)C)OC,*N,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CC([NH2:1])C1
676,[*]N(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=CC=C2,*NC=O,O=C(Nc1ccccc1)[OH:1]
677,[*]N1C=C(C=N1)C2=CC3=C(C=C2)N4C(=NN=C4CCC3NC5=CC=C(C=C5)Cl)C,*n1cccn1,Cc1nnc2n1-c1ccc(-c3cn[n:1]c3)cc1C(Nc1ccc(Cl)cc1)CC2
678,[*]C1=CC=C(C=C1)CNC2=NC(=NC3=C(C=NN32)C(C)C)OC4CCN(CC4)C,*c1ccccc1,CC(C)c1cnn2c(NCc3ccc([Br:1])cc3)nc(OC3CCN(C)CC3)nc12
679,[*]O[C@H]1CC[C@@H](CC1)NC(=O)C2=NNC=C2NC(=O)C3=C(C=CC=C3F)F,*O,O=C(N[C@H]1CC[C@H]([OH:1])CC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
680,[*]OC1=CC2=NC=CC(=C2C=C1OC)OC3=C(C=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F)F,*O,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1[OH:1]
681,[*][C@]1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,*C1CC=CCC1,
682,[*]NC1=CC=CC(=C1F)CC2=C(C3=C(C=C(C=C3)OC4=NC=CC=N4)OC2=O)C,*N,Cc1c(Cc2cccc([NH2:1])c2F)c(=O)oc2cc(Oc3ncccn3)ccc12
683,[*]C(=O)N1CCC(CC1)[C@@H]2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N,*C(=O)N1CCCCC1,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCC[C@H]2C1CCN(C(=O)[OH:1])CC1
684,[*]N1C2=C(C=C(C=C2)C(=O)NC3=CC4=C(C=C3)N=C(N4)CN5CCC[C@@H]5C)C=N1,*n1ncc2ccccc21,C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc4c(cn[n:1]4)c3)cc2[nH]1
685,[*]N[C@H]1CC[C@H](CC1)NC2=NC=NC3=C2C(=CN3)C(=O)C4=C(C=C(C=C4)OC5=CC=CC=C5)Cl,*N,O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@H]3CC[C@@H]([NH2:1])CC3)c12
686,[*]C1=CC=C(C=C1)OC2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O,*c1ccccc1,Oc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc([Br:1])cc2)cc1
687,[*]N(CCOC1=CC=C(C=C1)C(=O)C2=C(SC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O)C5CCC5,*N,O=C(c1ccc(OCC[NH:1]C2CCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
688,[*]NC1=CC=CC(=C1)[C@@H](CCC2=CC(=C(C=C2)OC)OC)OC(=O)[C@@H]3CCCCN3C(=O)C(=O)C(C)(C)CC,*N,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc([NH2:1])c1
689,[*]N(C)CCCC(=O)N(C)[C@@H](C)C(=O)NCCCC#CC1=CN=C(N=C1NCCC)NC2=CC=C(C=C2)C#N,*N,CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)CCC[NH:1]C
690,[*]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4)C,*N1CCNCC1,CN1c2ccccc2C(=O)Nc2cnc(Nc3ccc(N4CC[NH:1]CC4)cc3)nc21
691,[*]C1=NN(C(=C1CCC2=CC=C(C=C2)F)O)C3=NC4=C(N3)C=CC(=C4)Cl,*c1ccnn1,Oc1c(CCc2ccc(F)cc2)c([Br:1])nn1-c1nc2cc(Cl)ccc2[nH]1
692,[*]C1=CC(=CC=C1)COC(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O,*c1ccccc1,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1cccc([Br:1])c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
693,[*]NC1=NC=C(C(=N1)C2=CN3C[C@H](N(C(=O)C3=C2)CC4=CC=CC(=N4)C)C)C,*N,Cc1cccc(CN2C(=O)c3cc(-c4nc([NH2:1])ncc4C)cn3C[C@H]2C)n1
694,[*]NC[C@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,*N,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](C[NH2:1])c1nnc(C)n1-2
695,[*]C1=CC(=C(C=C1)CNC2=NC(=NC3=C(C=NN32)C(C)C)OC4CCN(CC4)C)N(C)C,*c1ccccc1,CC(C)c1cnn2c(NCc3ccc([Br:1])cc3N(C)C)nc(OC3CCN(C)CC3)nc12
696,[*]C1=CC=C(C=C1)C(=O)N[C@H]2CC[C@@H](CC2)OC3=CC(=C(C=C3)C#N)Cl,*c1ccccc1,N#Cc1ccc(O[C@H]2CC[C@H](NC(=O)c3ccc([Br:1])cc3)CC2)cc1Cl
697,[*]C1=CC(=NC(=N1)NC2=CC=C(C=C2)CC#N)NC3=NNC(=C3)C4CC4,*c1ccncn1,N#CCc1ccc(Nc2nc([Br:1])cc(Nc3cc(C4CC4)[nH]n3)n2)cc1
698,[*]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl)OC,*N1CCNCC1,COc1cc(N2CC[NH:1]CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
699,[*]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C(=N4)NC5=CC=CC=C5)[C@H]6CCCN(C6)C(=O)CC,*N1CCNCC1,CCC(=O)N1CCC[C@H](n2c(Nc3ccccc3)nc3cnc(Nc4ccc(N5CC[NH:1]CC5)cc4)nc32)C1
