protac,warhead,linker_id,e3_ligand
N#C/C(=C/CCC1=CN(CCOCCOC(=O)NCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1)C(=O)N1CCC[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C1,[R1]/C=C(\C#N)/C(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,671,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C(=O)NCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C(C)=C(/C=C2\C(=O)NC3=CC=C(F)C=C23)[NH]1,[R1]NC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,26,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C(=O)NCCCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C(C)=C(/C=C2\C(=O)NC3=CC=C(F)C=C23)[NH]1,[R1]NC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,32,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCN(CCCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)CCNC(=O)C1=C(C)[NH]C(/C=C2\C(=O)NC3=CC=C(F)C=C23)=C1C,[R1]N(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,32,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C(=O)NCCCCCNC2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)C(C)=C(/C=C2\C(=O)NC3=CC=C(F)C=C23)[NH]1,[R1]NC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,15,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C(=O)NCCCCCCCCNC2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)C(C)=C(/C=C2\C(=O)NC3=CC=C(F)C=C23)[NH]1,[R1]NC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,32,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C(=O)NCCOCCNC2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)C(C)=C(/C=C2\C(=O)NC3=CC=C(F)C=C23)[NH]1,[R1]NC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,13,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCN3CCC(C4=CC=C(N5C(=S)N(C6=CC=C(C#N)C(C(F)(F)F)=C6)C(=O)C5(C)C)C=C4)CC3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)N2C(=S)N(C(=O)C2(C)C)C3=CC(=C(C=C3)C#N)C(F)(F)F,684,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCNC3=CC=C(C(=O)N[C@H]4C(C)(C)[C@H](OC5=CC=C(C#N)C(Cl)=C5)C4(C)C)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)C(=O)N[C@H]2C([C@@H](C2(C)C)OC3=CC(=C(C=C3)C#N)Cl)(C)C,686,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
O=C(CCC1=CC=C2C(=C1)[NH]C1=CC=NC=C12)NCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]C1=CC2=C(C=C1)C3=C(N2)C=CN=C3,689,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCNC(=O)CCC3=CC=C4C(=C3)[NH]C3=CC=NC=C34)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC2=C(C=C1)C3=C(N2)C=CN=C3,689,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCOCCNC1=CC=CC3=C1C(=O)N(C1CCC(=O)NC1=O)C3=O)N=C2C1=CC=C(Cl)C=C1,[R1]C(=O)C[C@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,175,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
NC(=O)C1=NN(C2=CC=C(C(=O)NCC3CCCCN3CCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)C=C1NC(=O)C1=COC(C2=CC=NC(NCC(F)(F)F)=C2)=N1,[R1]C1=CC=C(C=C1)N2C=C(C(=N2)C(=O)N)NC(=O)C3=COC(=N3)C4=CC(=NC=C4)NCC(F)(F)F,694,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=C(OCCOCCOCCN4CCN(CC5=CC=C6N=C(NC(=O)C7=CC=CC(C(F)(F)F)=C7)N([C@H]7CC[C@@H](CO)CC7)C6=C5)CC4)C=C3C2=O)C(=O)N1,[R1]C1=CC2=C(N=C(N2[C@H]3CC[C@H](CC3)CO)NC(=O)C4=CC(=CC=C4)C(F)(F)F)C=C1,702,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=C(OCCOCCOCCOCCN4CCN(CC5=CC=C6N=C(NC(=O)C7=CC=CC(C(F)(F)F)=C7)N([C@H]7CC[C@@H](CO)CC7)C6=C5)CC4)C=C3C2=O)C(=O)N1,[R1]C1=CC2=C(N=C(N2[C@H]3CC[C@H](CC3)CO)NC(=O)C4=CC(=CC=C4)C(F)(F)F)C=C1,703,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=C(OC4CCC(CN5CCN(CC6=CC=C7N=C(NC(=O)C8=CC=CC(C(F)(F)F)=C8)N([C@H]8CC[C@@H](CO)CC8)C7=C6)CC5)CC4)C=C3C2=O)C(=O)N1,[R1]C1=CC2=C(N=C(N2[C@H]3CC[C@H](CC3)CO)NC(=O)C4=CC(=CC=C4)C(F)(F)F)C=C1,706,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCC(=O)N4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,[R1]N1CCN(CC1)C2=CC=C(C=C2)C3=CC4=C(CN(C4=O)C(C5=CC=CC=C5)C(=O)NC6=NC=CS6)C=C3,266,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C=CC(=O)N1CCN(C2=NC(NCCC(=O)N(C)CCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)C3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)=NC3=C(F)C(C4=CC(O)=CC5=CC=CC=C45)=C(Cl)C=C23)CC1,[R1]C1=NC2=C(C(=C(C=C2C(=N1)N3CCN(CC3)C(=O)C=C)Cl)C4=CC(=CC5=CC=CC=C54)O)F,712,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCC(=O)N1CCN(C2=NC(NCCC(=O)N(C)CCOCCOCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)C3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)=NC3=C(F)C(C4=CC(O)=CC5=CC=CC=C45)=C(Cl)C=C23)CC1,[R1]C1=NC2=C(C(=C(C=C2C(=N1)N3CCN(CC3)C(=O)CC)Cl)C4=CC(=CC5=CC=CC=C54)O)F,711,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCNC(=O)CC(=O)NC3=CC=CC(SC4=NC=C(N5CCC(C)(N)CC5)N=C4N)=C3Cl)C(C)(C)C)C=C2)SC=N1,[R1]NC1=C(C(=CC=C1)SC2=NC=C(N=C2N)N3CCC(CC3)(C)N)Cl,715,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCNC(=O)CCC(=O)NC3=CC=CC(SC4=NC=C(N5CCC(C)(N)CC5)N=C4N)=C3Cl)C(C)(C)C)C=C2)SC=N1,[R1]NC1=C(C(=CC=C1)SC2=NC=C(N=C2N)N3CCC(CC3)(C)N)Cl,729,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCN3CCN(CC(=O)NC4=CC=CC(SC5=NC=C(N6CCC(C)(N)CC6)N=C5N)=C4Cl)CC3)C(C)(C)C)C=C2)SC=N1,[R1]NC1=C(C(=CC=C1)SC2=NC=C(N=C2N)N3CCC(CC3)(C)N)Cl,731,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCCN3CCN(CC(=O)NC4=CC=CC(SC5=NC=C(N6CCC(C)(N)CC6)N=C5N)=C4Cl)CC3)C(C)(C)C)C=C2)SC=N1,[R1]NC1=C(C(=CC=C1)SC2=NC=C(N=C2N)N3CCC(CC3)(C)N)Cl,732,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)NC3=CC=CC(SC4=NC=C(N5CCC(C)(N)CC5)N=C4N)=C3Cl)C(C)(C)C)C=C2)SC=N1,[R1]NC1=C(C(=CC=C1)SC2=NC=C(N=C2N)N3CCC(CC3)(C)N)Cl,269,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCN3CCN(CCCCNC(=O)CCC(=O)NC4=CC=CC(SC5=NC=C(N6CCC(C)(N)CC6)N=C5N)=C4Cl)CC3)C(C)(C)C)C=C2)SC=N1,[R1]NC1=C(C(=CC=C1)SC2=NC=C(N=C2N)N3CCC(CC3)(C)N)Cl,736,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CN(C1=NC=CC=C1CNC1=NC(NC2=CC=C(NC(=O)C3=CN(CCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)C=C2)=NC=C1C(F)(F)F)S(C)(=O)=O,[R1]C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=C(N=CC=C3)N(C)S(=O)(=O)C)C(F)(F)F,737,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCN4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC(F)=CC=C8F)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,[R1]N1CCN(CC1)C2=CC=C(C=C2)C3=CC4=C(CN(C4=O)C(C5=C(C=CC(=C5)F)F)C(=O)NC6=NC=CS6)C=C3,14,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCNC(=O)CN1CCN(C2=CC=C(C3=CC=C4CN(C(C(=O)NC5=NC=CS5)C5=CC=CC=C5)C(=O)C4=C3)C=C2)CC1,[R1]N1CCN(CC1)C2=CC=C(C=C2)C3=CC4=C(CN(C4=O)C(C5=CC=CC=C5)C(=O)NC6=NC=CS6)C=C3,591,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCCN4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,[R1]N1CCN(CC1)C2=CC=C(C=C2)C3=CC4=C(CN(C4=O)C(C5=CC=CC=C5)C(=O)NC6=NC=CS6)C=C3,26,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCN4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8O)C(=O)C7=C6)C=N5)CC4)=C3C2=O)C(=O)N1,[R1]N1CCN(CC1)C2=NC=C(C=C2)C3=CC4=C(CN(C4=O)C(C5=CC=CC=C5O)C(=O)NC6=NC=CS6)C=C3,14,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=C(NCCOCCOCCOCCN4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=N5)CC4)C=C3C2=O)C(=O)N1,[R1]N1CCN(CC1)C2=NC=C(C=C2)C3=CC4=C(CN(C4=O)C(C5=CC=CC=C5)C(=O)NC6=NC=CS6)C=C3,14,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOC3=CC=C(N4C(=S)N(C5=CC=C(C#N)C(C(F)(F)F)=C5)C(=O)C4(C)C)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)N2C(=S)N(C(=O)C2(C)C)C3=CC(=C(C=C3)C#N)C(F)(F)F,100,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCC(F)(F)C(F)(F)COC3=CC=C(N4C(=S)N(C5=CC=C(C#N)C(C(F)(F)F)=C5)C(=O)C4(C)C)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)N2C(=S)N(C(=O)C2(C)C)C3=CC(=C(C=C3)C#N)C(F)(F)F,771,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
O=C1CCC(N2C(=O)C3=CC=C(NCCN4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)C=C3C2=O)C(=O)N1,[R1]N1CCN(CC1)C2=CC=CC(=N2)C3=CN=C4N3N=C(C=C4)N5CCC[C@@H]5C6=CC(=CC=C6)F,24,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C(CN1CCN(C2=CC=CC(C3=CN=C4C=CC(N5CCC[C@@H]5C5=CC=CC(F)=C5)=NN34)=N2)CC1)NCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]N1CCN(CC1)C2=CC=CC(=N2)C3=CN=C4N3N=C(C=C4)N5CCC[C@@H]5C6=CC(=CC=C6)F,208,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCCCOC3=CC=C(N4C(=S)N(C5=CC=C(C#N)C(C(F)(F)F)=C5)C(=O)C4(C)C)C=C3F)C(C)(C)C)C=C2)SC=N1,[R1]C1=C(C=C(C=C1)N2C(=S)N(C(=O)C2(C)C)C3=CC(=C(C=C3)C#N)C(F)(F)F)F,767,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCCCOC3=CC=C(C4=CC=C(N5C(=S)N(C6=CC=C(C#N)C(C(F)(F)F)=C6)C(=O)C5(C)C)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]C1=CC=C(C=C1)N2C(=S)N(C(=O)C2(C)C)C3=CC(=C(C=C3)C#N)C(F)(F)F,778,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1,[R1]NC(=O)CCCN1C(=O)C2=NN(C(=C2C(=N1)C)C)C3=CC=C(C=C3)C,27,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCCCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)N=C(C)C3=C2C)C=C1,[R1]NC(=O)CCCN1C(=O)C2=NN(C(=C2C(=N1)C)C)C3=CC=C(C=C3)C,32,[R2]NC1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCN4C=C(CCCC(=O)N[C@@H]5CCN(C6=NC=C(C(=O)NC7=CC=C(OC(F)(F)Cl)C=C7)C=C6C6=N[NH]C=C6)C5)N=N4)=C3C2=O)C(=O)N1,[R1][C@@H]1CCN(C1)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4,349,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCN4C=C(CCCC(=O)N[C@@H]5CCN(C6=NC=C(C(=O)NC7=CC=C(OC(F)(F)Cl)C=C7)C=C6C6=N[NH]C=C6)C5)N=N4)=C3C2=O)C(=O)N1,[R1][C@@H]1CCN(C1)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4,351,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(C(=O)CCCC4=CN(CCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C2C=CC=NN12,[R1]N1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)C)C#CC4=CN=C5N4N=CC=C5)C(F)(F)F,218,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CC=C(C(=O)NCCCCNC(=O)C2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,[R1]NC(=O)C1=CC(=C(C=C1)C)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C,787,[R2]C1=CC2=C(C=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CC=C(C(=O)NCCCCC2=CN(CCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,[R1]NC(=O)C1=CC(=C(C=C1)C)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C,497,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CC=C(C(=O)NCCCCC2=CN(CCCC(=O)NCCCCCCC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,[R1]NC(=O)C1=CC(=C(C=C1)C)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C,791,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CC=C(C(=O)NCCCCC2=CN(CCCC(=O)NCCCCCC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,[R1]NC(=O)C1=CC(=C(C=C1)C)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C,792,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=CC=C(C(=O)NCCC2=CN(CCCC(=O)NCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,[R1]NC(=O)C1=CC(=C(C=C1)C)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C,794,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCNC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1,[R1]C(=O)C[C@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,804,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
COC1=CC(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)=CC=C1NC1=NC=C(C(F)(F)F)C(OC2=CC=CC3=C2C(=O)CC3)=N1,[R1]NC(=O)C1=CC(=C(C=C1)NC2=NC=C(C(=N2)OC3=CC=CC4=C3C(=O)CC4)C(F)(F)F)OC,9,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,[R1]N1CCN(CC1)C2=CC=CC(=N2)C3=CN=C4N3N=C(C=C4)N5CCC[C@@H]5C6=CC(=CC=C6)F,272,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC[C@H](C)N1C=C(C)C2=C(C(=O)NCC3=C(C)C=C(C)[NH]C3=O)C=C(C3=CC=C(N4CCN(CCCCCCOC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)N=C3)C=C21,[R1]N1CCN(CC1)C2=NC=C(C=C2)C3=CC(=C4C(=CN(C4=C3)[C@@H](C)CC)C)C(=O)NCC5=C(C=C(NC5=O)C)C,863,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC[C@H](C)N1C=C(C)C2=C(C(=O)NCC3=C(C)C=C(C)[NH]C3=O)C=C(C3=CC=C(N4CCN(CCCCCCCCCOC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)N=C3)C=C21,[R1]N1CCN(CC1)C2=NC=C(C=C2)C3=CC(=C4C(=CN(C4=C3)[C@@H](C)CC)C)C(=O)NCC5=C(C=C(NC5=O)C)C,865,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CC[C@H](C)N1C=C(C)C2=C(C(=O)NCC3=C(C)C=C(C)[NH]C3=O)C=C(C3=CC=C(N4CCN(CCCCCCCCCCCCOC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)N=C3)C=C21,[R1]N1CCN(CC1)C2=NC=C(C=C2)C3=CC(=C4C(=CN(C4=C3)[C@@H](C)CC)C)C(=O)NCC5=C(C=C(NC5=O)C)C,868,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
CCN(C1=CC(C2=CC=C(CN3CCN(CCCCCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2)=CC(C(=O)NCC2=C(C)C=C(C)[NH]C2=O)=C1C)C1CCOCC1,[R1]N1CCN(CC1)CC2=CC=C(C=C2)C3=CC(=C(C(=C3)N(CC)C4CCOCC4)C)C(=O)NCC5=C(C=C(NC5=O)C)C,863,[R2]C1=C2C(=CC=C1)C(=O)N(C2=O)C3CCC(=O)NC3=O
