protac,warhead,linker_id,e3_ligand
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCNC(=O)CCNC[C@@H](C(=O)N3CCN(C4=NC=NC5=C4[C@H](C)C[C@H]5O)CC3)C3=CC=C(Cl)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]NC[C@H](C1=CC=C(C=C1)Cl)C(=O)N2CCN(CC2)C3=NC=NC4=C3[C@@H](C[C@H]4O)C,829,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCNC(=O)CCNC[C@@H](C(=O)N3CCN(C4=NC=NC5=C4[C@H](C)C[C@H]5O)CC3)C3=CC=C(Cl)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]NC[C@H](C1=CC=C(C=C1)Cl)C(=O)N2CCN(CC2)C3=NC=NC4=C3[C@@H](C[C@H]4O)C,360,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCNC(=O)CCNC[C@@H](C(=O)N3CCN(C4=NC=NC5=C4[C@H](C)C[C@H]5O)CC3)C3=CC=C(Cl)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]NC[C@H](C1=CC=C(C=C1)Cl)C(=O)N2CCN(CC2)C3=NC=NC4=C3[C@@H](C[C@H]4O)C,951,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCC(=O)NCCNC[C@@H](C(=O)N3CCN(C4=NC=NC5=C4[C@H](C)C[C@H]5O)CC3)C3=CC=C(Cl)C=C3)C(C)(C)C)C=C2)SC=N1,[R1]NC[C@H](C1=CC=C(C=C1)Cl)C(=O)N2CCN(CC2)C3=NC=NC4=C3[C@@H](C[C@H]4O)C,1199,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
C[C@@H]1C[C@@H](O)C2=NC=NC(N3CCN(C(=O)[C@H](CNCCC(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C4=CC=C(Cl)C=C4)CC3)=C21,[R1]NC[C@H](C1=CC=C(C=C1)Cl)C(=O)N2CCN(CC2)C3=NC=NC4=C3[C@@H](C[C@H]4O)C,360,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C[C@@H]1C[C@@H](O)C2=NC=NC(N3CCN(C(=O)[C@H](CNCCC(=O)NCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C4=CC=C(Cl)C=C4)CC3)=C21,[R1]NC[C@H](C1=CC=C(C=C1)Cl)C(=O)N2CCN(CC2)C3=NC=NC4=C3[C@@H](C[C@H]4O)C,361,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C[C@@H]1C[C@@H](O)C2=NC=NC(N3CCN(C(=O)[C@H](CNCCC(=O)NCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C4=CC=C(Cl)C=C4)CC3)=C21,[R1]NC[C@H](C1=CC=C(C=C1)Cl)C(=O)N2CCN(CC2)C3=NC=NC4=C3[C@@H](C[C@H]4O)C,311,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCN1C(C2=NON=C2N)=NC2=C(C#CC(C)(C)O)N=CC(OCCCNCCCC(=O)NCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=C21,[R1]OC1=CN=C(C2=C1N(C(=N2)C3=NON=C3N)CC)C#CC(C)(C)O,1208,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCN1C(C2=NON=C2N)=NC2=C(C#CC(C)(C)O)N=CC(OCCCNCCCC(=O)NCCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=C21,[R1]OC1=CN=C(C2=C1N(C(=N2)C3=NON=C3N)CC)C#CC(C)(C)O,1209,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
COC1=CC(N(C)CCN(C)C)=C(NC(=O)/C=C/CN(C)CCN(C)C(=O)CCCCCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)C=C1NC1=NC=CC(C2=CN(C)C3=CC=CC=C23)=N1,[R1]/C=C/C(=O)NC1=CC(=C(C=C1N(C)CCN(C)C)OC)NC2=NC=CC(=N2)C3=CN(C4=CC=CC=C43)C,1222,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
C=CC(=O)NC1=CC(NC2=NC=CC(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1N(CCCCCCC(=O)NCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C)CCN(C)C,[R1]N(CCN(C)C)C1=CC(=C(C=C1NC(=O)C=C)NC2=NC=CC(=N2)C3=CN(C4=CC=CC=C43)C)OC,1226,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
C=CC(=O)NC1=CC(NC2=NC=CC(C3=CN(C)C4=CC=CC=C34)=N2)=C(OC)C=C1N(C)CCN(C)CC(=O)NCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C,[R1]N(C)CCN(C)C1=CC(=C(C=C1NC(=O)C=C)NC2=NC=CC(=N2)C3=CN(C4=CC=CC=C43)C)OC,596,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
C=CC(=O)N1CCC[C@H](N2C(NC3=CC=CC=C3)=NC3=CN=C(NC4=CC=C(N5CCN(CC(=O)NCCOCCOCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4)N=C32)C1,[R1]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C(=N4)NC5=CC=CC=C5)[C@H]6CCCN(C6)C(=O)C=C,596,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CCC(=O)N1CCC[C@H](N2C(NC3=CC=CC=C3)=NC3=CN=C(NC4=CC=C(N5CCN(CCCCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4)N=C32)C1,[R1]N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C(=N4)NC5=CC=CC=C5)[C@H]6CCCN(C6)C(=O)CC,27,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CN1C=C(C2=CC=CC=C2OC2=CC=CC=C2)C2=C([NH]C(C(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=C2)C1=O,[R1]NC(=O)C1=CC2=C(N1)C(=O)N(C=C2C3=CC=CC=C3OC4=CC=CC=C4)C,23,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN1C=C(C2=CC=CC=C2OC2=CC=CC=C2)C2=C([NH]C(C(=O)NCCCCC(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=C2)C1=O,[R1]NC(=O)C1=CC2=C(N1)C(=O)N(C=C2C3=CC=CC=C3OC4=CC=CC=C4)C,1172,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN1C=C(C2=CC=CC=C2OC2=CC=CC=C2)C2=C([NH]C(C(=O)NCCCCCC(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=C2)C1=O,[R1]NC(=O)C1=CC2=C(N1)C(=O)N(C=C2C3=CC=CC=C3OC4=CC=CC=C4)C,1234,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN1C=C(C2=CC=CC=C2OC2=CC=CC=C2)C2=C([NH]C(C(=O)NCCCCCCC(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)=C2)C1=O,[R1]NC(=O)C1=CC2=C(N1)C(=O)N(C=C2C3=CC=CC=C3OC4=CC=CC=C4)C,1235,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN1C=C(C2=CC=CC=C2OC2CC2)C2=C([NH]C(C(=O)NCC3=CC=C(C(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=C2)C1=O,[R1]NC(=O)C1=CC2=C(N1)C(=O)N(C=C2C3=CC=CC=C3OC4CC4)C,1236,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CN1C=C(C2=CC(C(C)(C)O)=CC=C2OC2=CC=CC=C2)C2=C([NH]C(C(=O)NCC3=CC=C(C(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=C2)C1=O,[R1]NC(=O)C1=CC2=C(N1)C(=O)N(C=C2C3=C(C=CC(=C3)C(C)(C)O)OC4=CC=CC=C4)C,1236,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
C/C(=N\NC1=NC(C2=CC=C(C3=CC=CC=C3)C=C2)=CS1)C(=O)NCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]C(=O)/C(=N/NC1=NC(=CS1)C2=CC=C(C=C2)C3=CC=CC=C3)/C,174,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCCCCCCC(=O)OCC4=CC(=O)C(O)=CO4)=C3C2=O)C(=O)N1,[R1]OCC1=CC(=O)C(=CO1)O,304,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
N[C@@H](CC1=CC=C(O)C(O)=C1)C(=O)NCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]C(=O)[C@H](CC1=CC(=C(C=C1)O)O)N,196,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
N[C@@H](CC1=CC=C(O)C(O)=C1)C(=O)NCCCCCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]C(=O)[C@H](CC1=CC(=C(C=C1)O)O)N,1191,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCN4C=C(CO[C@H]5CC[C@H](NC(=O)C6=N[NH]C=C6NC(=O)C6=C(F)C=CC=C6F)CC5)N=N4)=C3C2=O)C(=O)N1,[R1]O[C@H]1CC[C@@H](CC1)NC(=O)C2=NNC=C2NC(=O)C3=C(C=CC=C3F)F,206,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CC[C@@H]1C2=NN=C(C)N2C2=CN=C(NC3=CC=C(C(=O)NC4CCN(C(=O)CCCCNC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)CC4)C=C3OC)N=C2N1CC1CCCCC1,[R1]N1CCC(CC1)NC(=O)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N([C@@H](C5=NN=C(N45)C)CC)CC6CCCCC6)OC,20,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O
COC1=C(C)C=NC(CN2C=C(C#CCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3=C(Cl)N=C(N)N=C32)=C1C,[R1]C1=CN(C2=C1C(=NC(=N2)N)Cl)CC3=NC=C(C(=C3C)OC)C,1249,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
COC1=C(C)C=NC(CN2C=C(C#CCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C3=C(Cl)N=C(N)N=C32)=C1C,[R1]C1=CN(C2=C1C(=NC(=N2)N)Cl)CC3=NC=C(C(=C3C)OC)C,1251,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
COC1=CC(C(=O)NCC#CC2=CN(CC3=NC=C(C)C(OC)=C3C)C3=NC(N)=NC(Cl)=C23)=CC=C1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(C2=CC=C(Cl)C=C2F)[C@H]1C1=CC=CC(Cl)=C1F,[R1]C1=CN(C2=C1C(=NC(=N2)N)Cl)CC3=NC=C(C(=C3C)OC)C,1254,[R2]C(=O)C1=CC(=C(C=C1)NC(=O)[C@H]2[C@@H]([C@@]([C@@H](N2)CC(C)(C)C)(C#N)C3=C(C=C(C=C3)Cl)F)C4=C(C(=CC=C4)Cl)F)OC
COC1=CC(C(=O)NCCCC#CC2=CN(CC3=NC=C(C)C(OC)=C3C)C3=NC(N)=NC(Cl)=C23)=CC=C1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(C2=CC=C(Cl)C=C2F)[C@H]1C1=CC=CC(Cl)=C1F,[R1]C1=CN(C2=C1C(=NC(=N2)N)Cl)CC3=NC=C(C(=C3C)OC)C,1256,[R2]C(=O)C1=CC(=C(C=C1)NC(=O)[C@H]2[C@@H]([C@@]([C@@H](N2)CC(C)(C)C)(C#N)C3=C(C=C(C=C3)Cl)F)C4=C(C(=CC=C4)Cl)F)OC
COC1=CC(C(=O)NCCOCCOCCOCC#CC2=CN(CC3=NC=C(C)C(OC)=C3C)C3=NC(N)=NC(Cl)=C23)=CC=C1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(C2=CC=C(Cl)C=C2F)[C@H]1C1=CC=CC(Cl)=C1F,[R1]C1=CN(C2=C1C(=NC(=N2)N)Cl)CC3=NC=C(C(=C3C)OC)C,1260,[R2]C(=O)C1=CC(=C(C=C1)NC(=O)[C@H]2[C@@H]([C@@]([C@@H](N2)CC(C)(C)C)(C#N)C3=C(C=C(C=C3)Cl)F)C4=C(C(=CC=C4)Cl)F)OC
COC1=CC(C(=O)NCCOCCOCCOCCOCCOCC#CC2=CN(CC3=NC=C(C)C(OC)=C3C)C3=NC(N)=NC(Cl)=C23)=CC=C1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(C2=CC=C(Cl)C=C2F)[C@H]1C1=CC=CC(Cl)=C1F,[R1]C1=CN(C2=C1C(=NC(=N2)N)Cl)CC3=NC=C(C(=C3C)OC)C,1262,[R2]C(=O)C1=CC(=C(C=C1)NC(=O)[C@H]2[C@@H]([C@@]([C@@H](N2)CC(C)(C)C)(C#N)C3=C(C=C(C=C3)Cl)F)C4=C(C(=CC=C4)Cl)F)OC
COC1=CC=C(C2=C(C(=O)NCCCN3C=C(CCCCC(=O)N[C@@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)N=N3)N=CO2)C=C1Cl,[R1]NC(=O)C1=C(OC=N1)C2=CC(=C(C=C2)OC)Cl,1268,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
COC1=CC=C(C2=C(C(=O)NCCCN3C=C(COCCOCCOCCOCC(=O)N[C@@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)N=N3)N=CO2)C=C1Cl,[R1]NC(=O)C1=C(OC=N1)C2=CC(=C(C=C2)OC)Cl,1269,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
COC1=CC=C(C2=C(C(=O)NCCCC3=CN(CCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)N=CO2)C=C1Cl,[R1]NC(=O)C1=C(OC=N1)C2=CC(=C(C=C2)OC)Cl,127,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
COC1=CC=C(C2=C(C(=O)NCCCC3=CN(CCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)N=CO2)C=C1Cl,[R1]NC(=O)C1=C(OC=N1)C2=CC(=C(C=C2)OC)Cl,1238,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
COC1=CC=C(C2=C(C(=O)NCCCC3=CN(CCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)N=CO2)C=C1I,[R1]NC(=O)C1=C(OC=N1)C2=CC(=C(C=C2)OC)I,127,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
COC1=CC=C(C2=C(C(=O)NCCCC3=CN(CCOCCOCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)N=CO2)C=C1I,[R1]NC(=O)C1=C(OC=N1)C2=CC(=C(C=C2)OC)I,1277,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
COC1=CC=C(C2=C(C(=O)NCCCC3=CN(CCOCCOCCOCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)N=CO2)C=C1I,[R1]NC(=O)C1=C(OC=N1)C2=CC(=C(C=C2)OC)I,1278,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
NC1=NC(NCCNC(=O)CCCNC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NN1C1=CC=C(C2=CC=CC=C2)N=N1,[R1]NC1=NN(C(=N1)N)C2=NN=C(C=C2)C3=CC=CC=C3,1279,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O
NC1=NC(NCCNC(=O)CCCCCNC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NN1C1=CC=C(C2=CC=CC=C2)N=N1,[R1]NC1=NN(C(=N1)N)C2=NN=C(C=C2)C3=CC=CC=C3,1280,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O
NC1=NC(NC2=CC=C(CNC(=O)CCCCCCCNC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2)=NN1C1=CC=C(C2=CC=CC=C2)N=N1,[R1]NC1=NN(C(=N1)N)C2=NN=C(C=C2)C3=CC=CC=C3,1287,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O
NC1=NC(NCCNC(=O)CCCCCNC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NN1C1=CC2=C(N=N1)C1=CC=CC=C1CCC2,[R1]NC1=NN(C(=N1)N)C2=NN=C3C(=C2)CCCC4=CC=CC=C43,1280,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O
NC1=NC(NCCNC(=O)CCCCCCCNC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NN1C1=CC2=C(N=N1)C1=CC=CC=C1CCC2,[R1]NC1=NN(C(=N1)N)C2=NN=C3C(=C2)CCCC4=CC=CC=C43,1282,[R2]NC1=CC=CC2=C1CN(C2=O)C3CCC(=O)NC3=O
CC(C)(C)NC(=O)C(C1=C(C(=O)O)[NH]C2=CC(Cl)=CC=C12)N(CC1=CC(F)=C(F)C(F)=C1)C(=O)CCCCC#CC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,[R1]C(=O)N(CC1=CC(=C(C(=C1)F)F)F)C(C2=C(NC3=C2C=CC(=C3)Cl)C(=O)O)C(=O)NC(C)(C)C,278,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CC(C)(C)NC(=O)C(C1=CC=C(Cl)C=C1)N(CC1=CC(F)=C(F)C(F)=C1)C(=O)CCCCC#CC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,[R1]C(=O)N(CC1=CC(=C(C(=C1)F)F)F)C(C2=CC=C(C=C2)Cl)C(=O)NC(C)(C)C,278,[R2]C1=C2CN(C(=O)C2=CC=C1)C3CCC(=O)NC3=O
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCCN3CCC[C@H]3COC3=NC4=C(CCN(C5=CC=CC6=CC=CC(Cl)=C56)C4)C(N4CCN(C(=O)/C(C#N)=C\C5CC5)[C@@H](CC#N)C4)=N3)C(C)(C)C)C=C2)SC=N1,[R1]N1CCC[C@H]1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)/C(=C\C7CC7)/C#N,145,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
O=C(CNC1=NC=NC2=C1C(C(=O)C1=CC=C(OC3=CC=CC=C3)C=C1Cl)=C[NH]2)NCCOCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]C(=O)CNC1=NC=NC2=C1C(=CN2)C(=O)C3=C(C=C(C=C3)OC4=CC=CC=C4)Cl,1301,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C(CNC1=NC=NC2=C1C(C(=O)C1=CC=C(OC3=CC=CC=C3)C=C1Cl)=C[NH]2)NCCOCCOCCOCCOCCOCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[R1]C(=O)CNC1=NC=NC2=C1C(=CN2)C(=O)C3=C(C=C(C=C3)OC4=CC=CC=C4)Cl,1303,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C(CCCO/N=C1C(=C2/C(=O)N(CC3=CN(CCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)C3=CC=CC=C23)/NC2=CC=CC=C/12)NO,[R1]N1C2=CC=CC=C2/C(=C/3\C(=N\OCCCC(=O)NO)\C4=CC=CC=C4N3)/C1=O,205,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
CCS(=O)(=O)N1CC(CC#N)(N2C=C(C3=NC(NC4=CC=C(C(=O)NCCN5CCN(C6=CC=C(C7CCC(=O)NC7=O)C=C6)CC5)C=C4)=NC4=C3C=C[NH]4)C=N2)C1,[R1]C1=NC(=C2C=CNC2=N1)C3=CN(N=C3)C4(CN(C4)S(=O)(=O)CC)CC#N,1307,[R2]C1=CC=C(C=C1)C2CCC(=O)NC2=O
CNC(=O)C1=CC=CC=C1NC1=CC(NC2=CC=C(N3CCN(CCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)CC3)C=C2OC)=NC=C1C(F)(F)F,[R1]N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=C3)NC4=CC=CC=C4C(=O)NC)C(F)(F)F)OC,24,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C)C2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCC1=CN(CCCCNC(=O)CNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N1)N=C2C1=CC=C(Cl)C=C1,[R1]C(=O)C[C@H]1C2=NN=C(N2C3=C(C(=C(S3)C)C)C(=N1)C4=CC=C(C=C4)Cl)C,1317,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCC4=CN(CC(=O)NC5=CC=C(C6=CC7=CC=C(O)C=C7OC6=O)C=C5)N=N4)=C3C2=O)C(=O)N1,[R1]C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O,1322,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCC4=CN(CCC(=O)NC5=CC=C(C6=CC7=CC=C(O)C=C7OC6=O)C=C5)N=N4)=C3C2=O)C(=O)N1,[R1]C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O,1323,[R2]NC1=CC=CC2=C1C(=O)N(C2=O)C3CCC(=O)NC3=O
COC1=NC=C(C2=CN3C(C4=NN=C(C5=CC=CC=C5C(=O)NCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)O4)=CN=C3C=C2)C=C1NS(=O)(=O)C1=CC=C(F)C=C1F,[R1]C1=NN=C(O1)C2=CN=C3N2C=C(C=C3)C4=CC(=C(N=C4)OC)NS(=O)(=O)C5=C(C=C(C=C5)F)F,1331,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
COC1=NC=C(C2=CN3C(C4=NN=C(C5=CC=CC=C5C(=O)NCCCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)O4)=CN=C3C=C2)C=C1NS(=O)(=O)C1=CC=C(F)C=C1F,[R1]C1=NN=C(O1)C2=CN=C3N2C=C(C=C3)C4=CC(=C(N=C4)OC)NS(=O)(=O)C5=C(C=C(C=C5)F)F,1332,[R2]C(=O)N[C@H](C(=O)N1C[C@@H](C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(N=CS3)C)O)C(C)(C)C
